Date,RHA,Daily_Cases,Cumulative_Cases,Active_Cases,Recoveries,Deaths
2021/02/20 06:00:00+00,Prairie Mountain Health,0,2058,24,1981,53
2021/02/20 06:00:00+00,Southern Health-Santé Sud,5,4750,173,4436,141
2021/02/20 06:00:00+00,Winnipeg,25,17480,471,16384,625
2021/02/21 06:00:00+00,All,104,31487,1336,29262,889
2021/02/21 06:00:00+00,Interlake-Eastern,3,2394,150,2209,35
2021/02/21 06:00:00+00,Northern,37,4741,491,4217,33
2021/02/21 06:00:00+00,Prairie Mountain Health,0,2058,23,1982,53
2021/02/21 06:00:00+00,Southern Health-Santé Sud,2,4752,172,4439,141
2021/02/21 06:00:00+00,Winnipeg,62,17542,500,16415,627
2021/02/22 06:00:00+00,Interlake-Eastern,6,2400,152,2213,35
2021/02/22 06:00:00+00,Northern,18,4759,484,4242,33
2021/02/22 06:00:00+00,Prairie Mountain Health,1,2059,23,1983,53
2021/02/22 06:00:00+00,Southern Health-Santé Sud,1,4753,166,4446,141
2021/02/22 06:00:00+00,Winnipeg,37,17579,512,16440,627
2021/02/22 06:00:00+00,All,63,31550,1337,29324,889
2021/02/23 06:00:00+00,All,39,31589,1327,29371,891
2021/02/23 06:00:00+00,Interlake-Eastern,2,2402,151,2216,35
2021/02/23 06:00:00+00,Northern,9,4768,470,4265,33
2021/02/23 06:00:00+00,Prairie Mountain Health,0,2059,23,1983,53
2021/02/23 06:00:00+00,Southern Health-Santé Sud,5,4758,165,4451,142
2021/02/23 06:00:00+00,Winnipeg,23,17602,518,16456,628
2021/02/24 06:00:00+00,All,66,31655,1340,29421,894
2021/02/24 06:00:00+00,Interlake-Eastern,7,2409,152,2222,35
2021/02/24 06:00:00+00,Northern,27,4795,477,4285,33
2021/02/24 06:00:00+00,Prairie Mountain Health,0,2059,21,1985,53
2021/02/24 06:00:00+00,Southern Health-Santé Sud,2,4760,162,4456,142
2021/02/24 06:00:00+00,Winnipeg,30,17632,528,16473,631
2021/02/25 06:00:00+00,All,69,31724,1358,29471,895
2021/02/25 06:00:00+00,Interlake-Eastern,7,2416,154,2227,35
2021/02/25 06:00:00+00,Northern,37,4832,497,4302,33
2021/02/25 06:00:00+00,Prairie Mountain Health,0,2059,19,1987,53
2021/02/25 06:00:00+00,Southern Health-Santé Sud,2,4762,162,4458,142
2021/02/25 06:00:00+00,Winnipeg,23,17655,526,16497,632
2021/02/26 06:00:00+00,All,79,31803,1362,29544,897
2021/02/26 06:00:00+00,Interlake-Eastern,1,2417,154,2228,35
2021/02/26 06:00:00+00,Northern,33,4865,509,4323,33
2021/02/26 06:00:00+00,Prairie Mountain Health,3,2062,20,1989,53
2021/02/26 06:00:00+00,Southern Health-Santé Sud,7,4769,165,4462,142
2021/02/26 06:00:00+00,Winnipeg,35,17690,514,16542,634
2021/02/27 06:00:00+00,All,52,31855,1341,29614,900
2021/02/27 06:00:00+00,Interlake-Eastern,2,2419,150,2234,35
2021/02/27 06:00:00+00,Northern,21,4886,502,4351,33
2021/02/27 06:00:00+00,Prairie Mountain Health,1,2063,19,1991,53
2021/02/27 06:00:00+00,Southern Health-Santé Sud,5,4774,169,4463,142
2021/02/27 06:00:00+00,Winnipeg,23,17713,501,16575,637
2021/02/28 06:00:00+00,All,38,31893,1341,29650,902
2021/02/28 06:00:00+00,Interlake-Eastern,2,2421,149,2236,36
2021/02/28 06:00:00+00,Northern,16,4902,511,4358,33
2021/02/28 06:00:00+00,Prairie Mountain Health,0,2063,18,1992,53
2021/02/28 06:00:00+00,Southern Health-Santé Sud,0,4774,169,4463,142
2021/02/28 06:00:00+00,Winnipeg,20,17733,494,16601,638
2021/03/01 06:00:00+00,All,51,31944,1344,29697,903
2021/03/01 06:00:00+00,Interlake-Eastern,2,2423,150,2237,36
2021/03/01 06:00:00+00,Northern,17,4919,513,4373,33
2021/03/01 06:00:00+00,Prairie Mountain Health,2,2065,20,1992,53
2021/03/01 06:00:00+00,Southern Health-Santé Sud,9,4783,171,4470,142
2021/03/01 06:00:00+00,Winnipeg,21,17754,490,16625,639
2021/03/02 06:00:00+00,Interlake-Eastern,2,2425,150,2239,36
2021/03/02 06:00:00+00,Northern,31,4950,536,4381,33
2021/03/02 06:00:00+00,Prairie Mountain Health,0,2065,20,1992,53
2021/03/02 06:00:00+00,Southern Health-Santé Sud,3,4786,174,4470,142
2021/03/02 06:00:00+00,Winnipeg,16,17770,479,16652,639
2021/03/02 06:00:00+00,All,52,31996,1359,29734,903
2021/03/03 06:00:00+00,All,49,32045,1373,29768,904
2021/03/03 06:00:00+00,Interlake-Eastern,0,2425,149,2240,36
2021/03/03 06:00:00+00,Northern,26,4976,557,4386,33
2021/03/03 06:00:00+00,Prairie Mountain Health,1,2066,20,1993,53
2021/03/03 06:00:00+00,Southern Health-Santé Sud,3,4789,173,4474,142
2021/03/03 06:00:00+00,Winnipeg,19,17789,474,16675,640
2021/03/04 06:00:00+00,All,54,32099,1386,29808,905
2021/03/04 06:00:00+00,Interlake-Eastern,3,2428,149,2243,36
2021/03/04 06:00:00+00,Northern,33,5009,578,4398,33
2021/03/04 06:00:00+00,Prairie Mountain Health,1,2067,21,1993,53
2021/03/04 06:00:00+00,Southern Health-Santé Sud,4,4793,171,4480,142
2021/03/04 06:00:00+00,Winnipeg,13,17802,467,16694,641
2021/03/05 06:00:00+00,All,65,32164,1394,29864,906
2021/03/05 06:00:00+00,Interlake-Eastern,2,2430,147,2247,36
2021/03/05 06:00:00+00,Northern,42,5051,587,4431,33
2021/03/05 06:00:00+00,Prairie Mountain Health,0,2067,21,1993,53
2021/03/05 06:00:00+00,Southern Health-Santé Sud,5,4798,173,4483,142
2021/03/05 06:00:00+00,Winnipeg,16,17818,466,16710,642
2021/03/06 06:00:00+00,All,59,32223,1431,29885,907
2021/03/06 06:00:00+00,Interlake-Eastern,1,2431,146,2249,36
2021/03/06 06:00:00+00,Northern,27,5078,606,4438,34
2021/03/06 06:00:00+00,Prairie Mountain Health,1,2068,20,1995,53
2021/03/06 06:00:00+00,Southern Health-Santé Sud,4,4802,175,4485,142
2021/03/06 06:00:00+00,Winnipeg,26,17844,484,16718,642
2021/03/07 06:00:00+00,All,65,32288,1472,29908,908
2021/03/07 06:00:00+00,Interlake-Eastern,0,2431,145,2250,36
2021/03/07 06:00:00+00,Northern,38,5116,637,4445,34
2021/03/07 06:00:00+00,Prairie Mountain Health,1,2069,20,1996,53
2021/03/07 06:00:00+00,Southern Health-Santé Sud,2,4804,174,4488,142
2021/03/07 06:00:00+00,Winnipeg,24,17868,496,16729,643
2021/03/08 06:00:00+00,All,66,32354,1513,29933,908
2021/03/08 06:00:00+00,Interlake-Eastern,3,2434,147,2251,36
2021/03/08 06:00:00+00,Northern,35,5151,663,4454,34
2021/03/08 06:00:00+00,Prairie Mountain Health,0,2069,20,1996,53
2021/03/08 06:00:00+00,Southern Health-Santé Sud,6,4810,179,4489,142
2021/03/08 06:00:00+00,Winnipeg,22,17890,504,16743,643
2021/03/09 06:00:00+00,All,67,32421,1185,30328,908
2021/03/09 06:00:00+00,Interlake-Eastern,2,2436,139,2261,36
2021/03/09 06:00:00+00,Northern,35,5186,679,4473,34
2021/03/09 06:00:00+00,Prairie Mountain Health,5,2074,18,2003,53
2021/03/09 06:00:00+00,Southern Health-Santé Sud,9,4819,41,4636,142
2021/03/09 06:00:00+00,Winnipeg,16,17906,308,16955,643
2021/03/10 06:00:00+00,All,82,32509,1204,30394,911
2021/03/10 06:00:00+00,Interlake-Eastern,0,2441,141,2264,36
2021/03/10 06:00:00+00,Northern,49,5235,702,4498,35
2021/03/10 06:00:00+00,Prairie Mountain Health,2,2083,23,2007,53
2021/03/10 06:00:00+00,Southern Health-Santé Sud,7,4824,41,4641,142
2021/03/10 06:00:00+00,Winnipeg,24,17926,297,16984,645
